question_id,answer
134366000," A flip phone
"
134366001," None.
"
134366002," A man is holding a cell phone in his hand
"
396518000," The plants are growing along the water
"
396518001," She is rowing a boat down a river
"
396518002," A boat made of wood
"
396519000," 34
"
396519001," They are wearing sneakers.
"
396519002," Yes, they are playing a night sport.
"
396519003," No, they are playing a game of frisbee
"
396519004," The grass is green
"
396519005," The person on the sideline is trying to catch the frisbee.
"
396519006," The players are playing frisbee in a park
"
396519007," The man who is throwing arms in front is in front of the man who is catching the frisbee.
"
396519008," The grass is green.
"
459303000," The ground is black.
"
459303001," 360
"
459303002," The train is number 360
"
459303003," Black and yellow
"
3310000," Red
"
3310001," A hat.
"
3310002," A hot dog with mustard and relish
"
3310003," Yes, the sausage will fit.
"
3310004," Yes, she can take a full bite
"
3310005," Red
"
3310006," No, the hot dog is too small for the bun
"
546685000," They are soldiers.
"
546685001," Yes, he is.
"
546685002," No, they are playing a game of baseball.
"
546685003," No, they are preparing for a game of baseball
"
134386000," None.
"
134386001," A drink with a candle on it.
"
134386002," Yes, the woman is holding a cake with candles
"
134386003," A cake with candles on it
"
527603000," None.
"
527603001," No, this is a kitchen.
"
527603002," Yes, they are made of wood.
"
527603003," The white refrigerator is dominant in this image.
"
527603004," A refrigerator.
"
527603005," A refrigerator
"
527603006," The refrigerator is white.
"
527603007," Yes, they are modern appliances.
"
527603008," Yes, the light is on.
"
527603009," Two
"
265462000," Three
"
265462001," They are doing tricks on their skateboards.
"
265462002," Yes, it is an action shot.
"
265464000," Yes, he is old.
"
265464001," Yes, there are high tides.
"
265464002," One
"
396541000," Yes, she is working on a computer in the dark
"
396541001," Yes, she is happy.
"
396541002," The person in the image is a woman
"
396541003," No, this person is working on a computer
"
396541004," No, the woman is wearing a black hat.
"
396541005," A woman is sitting in front of a computer
"
396541006," Yes
"
396541007," The woman is playing a computer game on a computer
"
396541008," Yes, there is a candle in the background
"
396541009," No, it is a computer screen.
"
396541010," One
"
396541011," Yes
"
396541012," A woman in the dark
"
396541013," A woman in the dark
"
396541014," A woman in the dark
"
396541015," In the dark, in a dark room, in a dark room
"
396541016," It is a girl
"
396541017," A computer
"
396542000," The answer is no.
"
396542001," Yes, he is carrying the tree through the forest.
"
396542002," The snow is white.
"
396542003," Blue
"
396543000," Yes, the dog looks happy.
"
396543001," No, it's a dog wearing a hat.
"
396543002," A black hat
"
396543003," Black and white
"
527616000," It is a pattern of the letter ""E""
"
527616001," John McCain
"
527616002," A television, a computer, a telephone, a television, a computer, a telephone, a television, a computer, a telephone, a television,"
527616003," In the middle of the wall.
"
527616004," Yes, this is a picture of a politician on a television screen
"
527616005," The TV is about 20 years old.
"
527616006," It says ""Eliot Spitzer""
"
3335000," In the toilet seat
"
3335001," Yes.
"
3335002," Yes, it looks new.
"
3337000," The man is wearing a bracelet with a skull on it
"
3337001," The cars are in the background are blue
"
3337002," A watch
"
396556000," No, this is a toy for people to play with their dog
"
396556001," The dog is trying to get a frisbee from a person's hand
"
396556002," Yes, the dog is biting the man's hand.
"
134413000," A bowl of pasta, vegetables, fruit, and a doll.
"
134413001," Yes, tomatoes are pictured.
"
134413002," Blue
"
3342000," One train is pictured.
"
3342001," Red and white
"
3342002," Red, white, and black
"
527631000," A sandwich with meat and cheese.
"
527631001," The sandwich and fries.
"
527631002," Yes.
"
527631003," Yes, the sandwich is cut in half.
"
527631004," A sandwich with meat and cheese on a white plate with fries
"
527631005," Yes, there is lettuce in the sandwich.
"
527631006," Yes, the sandwich will eat the fries.
"
527631007," A sandwich and fries.
"
527631008," Two.
"
527631009," A sandwich and fries
"
527631010," A sandwich.
"
527631011," A fork.
"
527631012," Yes, it is.
"
527631013," Steak
"
22403000," Little League Baseball
"
22403001," The tallest boy is wearing a baseball uniform
"
22403002," No, it is not over.
"
22403003," No, this is a baseball team.
"
22403004," New York
"
396568000," Yes, it is a train
"
396568001," None.
"
396568002," Yes, it is a diesel train
"
396568003," No, this train is not appropriate for an amusement park
"
396568004," No, the train is moving.
"
396568005," Yes, there is water in the image.
"
396568006," Orange
"
396568007," One track.
"
396568008," No, the engine is not venting steam.
"
396568009," One
"
527644000," The airplane is flying upside down.
"
527644001," Yes, it is an F-16.
"
527644002," The plane is headed to the left
"
527644003," No, the plane is flying.
"
527644004," The name of the photography company is ""The Photo Company""
"
44250000," The water is white.
"
44250001," The polar bear is playing in the water.
"
44250002," No, this polar bear is looking for a drink of water
"
44250003," A polar bear is on the ground
"
44250004," The bear is entering the water.
"
288170000," This picture was taken in the 1950's in the city of Baltimore, Maryland
"
288170001," There are two people walking in the street
"
288170002," Yes, this picture was taken last year
"
288170003," This photo was taken in the 1950's
"
396580000," Yes, there is a reflection of the house in the water
"
396580001," One row boat is in the water.
"
396580002," A boat.
"
265518000," Yes, it does.
"
265518001," The fork is resting on a black and white plate with a piece of food on it.
"
265518002," Yes, it could be a breakfast meal.
"
3378000," Yes, they are trees.
"
3378001," A skateboarder is performing a trick in front of a crowd
"
3378002," A skateboarder doing a trick
"
3378003," Yes, he is skating in the dark.
"
3378004," Yes
"
3378005," Yes, they are Nike brands.
"
3378006," Yes, there are spectators for the man
"
527670000," Yes, there is a dog collar in the picture.
"
527670001," No, the dog is looking straight ahead.
"
527670002," No, this is a happy dog.
"
527670003," The dog's paw is in the photo.
"
134459000," There are four different color shirts in the image.
"
134459001," Six people are standing in the field.
"
134459002," A game of frisbee
"
134459003," Yes, the grass is the same color as the trees.
"
134459004," A frisbee
"
134459005," Yes, everyone is wearing shorts.
"
134459006," Six
"
134459007," In a park.
"
134460000," A raccoon wearing a hat
"
134460001," A raccoon.
"
134460002," A banana
"
396608000," Coffee
"
396608001," Banana
"
396608002," Yes, this is what a person has in the morning
"
396617000," Yes, he is squatting on his skateboard
"
396617001," A skateboarder riding down a hill
"
396617002," Yes, he is in motion.
"
265547000," This picture is black-and-white.
"
265547001," Yes, there is a volleyball net in the picture.
"
265547002," The umbrella was blown over by the wind.
"
265550000," Surfing
"
265550001," Red
"
265550002," The person on the board is 6'2""
"
265550003," Yes, he is wearing a wetsuit
"
265550004," The copyright date on the picture is 2001
"
265550005," Yes, he is barefoot.
"
265550006," Yes, he is standing up
"
265550007," The surfboard is white.
"
527695000," Yes, it does.
"
527695001," Yes, there is cheese on the broccoli.
"
527695002," Broccoli in a dish
"
265552000," Yes, they are white.
"
265552001," The girl on the right is texting while sitting on the grass.
"
265552002," They are holding cell phones.
"
265552003," Two people are sitting on the grass looking at their cell phones
"
134483000," Yes, it is clean.
"
134483001," Black and white
"
134483002," No, there is not a baby in this household.
"
134483003," The toilet is black and the toilet seat is white
"
134483004," Yes.
"
134483005," A box of toilet paper
"
134483006," To wash your hands.
"
134483007," The toilet seat.
"
134483008," A black plastic seat
"
134483009," A toilet with a toilet seat and a toilet lid
"
134483010," In a public restroom
"
134483011," It is black.
"
134483012," This is a bathroom stall.
"
134483013," In the toilet.
"
134483014," NO, this is a toilet in a public restroom
"
134483015," Yes, there is toilet paper.
"
134483016," No, it is toilet paper.
"
134483017," Yes, the toilet is clean.
"
134483018," It is a box of tissues.
"
134483019," Black and white
"
134483020," The wall is white.
"
134483021," Yes, it is a home bathroom
"
134483022," The number of rolls of toilet paper is three.
"
546702000," No, there is no pattern on the blanket.
"
546702001," A collar.
"
546702002," One.
"
546702003," The cat is laying on the bed.
"
546702004," One.
"
546702005," The cat is sitting on the bed with its legs crossed
"
546702006," The cat is napping on the bed.
"
546702007," No, the cat is likely to have been sitting on the bed.
"
546702008," The cat is a tabby cat and the colors are black and white
"
546702009," The cat is sitting on the bed.
"
546702010," No, the cat is just sitting on the bed.
"
546702011," A cat sitting on a bed.
"
546702012," The cat is about 8 years old
"
546702013," One.
"
546702014," Yes, the cat is sitting on the bed
"
546702015," The bed.
"
546702016," One.
"
546702017," One.
"
546702018," The cat is a tabby cat
"
527704000," Yes, they are roller skates
"
527704001," She has a blonde bob haircut
"
527704002," One
"
527704003," A sidewalk item required by the Americans with Disabilities Act is a sidewalk item.
"
44260000," Yes, it is an apple on the tree.
"
44260001," Autumn
"
44260002," Yes, the leaves have fallen from the tree
"
44260003," Yes, it is a living creature.
"
3425000," Yes, it is a floral pattern.
"
3425001," No, it is not a fit screen.
"
3425002," The shoes are red
"
3425003," Red
"
265574000," Yes, there is tile on the walls
"
265574001," One
"
265574002," Red
"
265574003," A red towel
"
265574004," One towel is hanging up in the bathroom
"
265574005," The toilet seat is up.
"
265574006," One towel is hanging there.
"
265574007," The white items are the toilet, the bathtub, and the towel.
"
265574008," One
"
265574009," A red towel
"
265574010," Yes, but it is best to use the toilet paper roll holder as a towel holder.
"
134503000," Yes, the boat is moving.
"
134503001," The boat is white.
"
134503002," Yes, the water is clear
"
134503003," No, there is nothing on the man's line.
"
265579000," Yes, it is an electric train
"
265579001," The train is traveling down the tracks
"
265579002," This is a picture of a train going down the tracks
"
265584000," Yes, they are commercial planes.
"
265584001," Yes, the orange markings are brighter than the traffic cone
"
265584002," The plane in the foreground.
"
527733000," The game is mario kart wii
"
527733001," The people are looking at the television.
"
527733002," No, the image is of a person playing a video game
"
527733003," They are playing a video game
"
527733004," Yes, the game is showing both player's progress
"
527733005," Yes, they are playing Mario kart
"
134518000," Yes, she does.
"
134518001," Her boyfriend
"
134518002," Yes, it is a smartphone
"
265596000," Yes, the napkin pattern is on the plate.
"
265596001," Yes, it does.
"
265596002," Yes, it is a mug.
"
265597000," Yes, the refrigerator is full
"
265597001," No, a vegetarian would not buy these groceries.
"
265597002," The refrigerator is full of food.
"
265597003," A refrigerator
"
396673000," An air japan company
"
396673001," The airplane tail is the tail of the airplane.
"
396673002," Blue and white
"
396676000," The arrow is blue
"
396676001," The first building is a brown building with a clock on it
"
396676002," The time is shown on the clock at 1:00
"
396676003," The arch stands for the city of Palma de Mallorca, Spain
"
396676004," The clock is on the pole in the middle of the street
"
396676005," The arrow points to the right
"
396676006," The arrow points to the direction of the street
"
396676007," The yellow sign indicates that the building is a mcdonalds
"
396676008," No, there is not a rope or chain between the poles
"
396676009," The clock is a light blue color
"
396676010," A sunny day with a blue sky
"
396676011," It is 2:00 p.m.
"
396676012," It is time for a walk.
"
396676013," The signpost points in one direction.
"
527750000," Yes, the counter is empty
"
527750001," In the kitchen.
"
527750002," Yes, there is a person in the room.
"
134537000," Yes, there are Christmas lights strung near the tower
"
134537001," It is night.
"
134537002," The traffic signal is showing red.
"
134537003," A Christmas tree.
"
3466000," Yes.
"
3466001," The floor is red.
"
3466002," Yes, the shoes are tied.
"
265611000," A thomas the train engine cake
"
265611001," Yes, the cake is edible.
"
265611002," The number 3
"
134542000," The person who made the picture.
"
134542001," The background is white.
"
134542002," Yes, there are vegetables on the table.
"
134542003," Yes, it does.
"
134542004," Candy, candy, candy, candy, candy, candy, candy, candy, candy, candy, candy, candy, candy, candy, candy,"
396687000," The sign says ""Cross Country Skiing""
"
396687001," Three
"
396687002," No, they are not tight.
"
396691000," A plate of pizza
"
396691001," Yes, the stove is turned on
"
396691002," Yes, it is a commercial kitchen
"
396692000," Yes, the train is named ""B"".
"
396692001," The train is a blue and yellow train
"
396692002," The # train is on the right.
"
396692003," The flag of the United Kingdom of Great Britain and Northern Ireland
"
396692004," The numbers on the side of the train are 751 and 752
"
396692005," 751
"
396692006," To the station.
"
396692007," Yes, it is in the United States.
"
396692008," The train is a british train
"
396692009," British Railways
"
396692010," Yes, this is the first train in line.
"
396692011," The train is blue and yellow.
"
396693000," The person is wearing a white shirt
"
396693001," Yes, he is good at surfing.
"
396693002," A surfboard
"
396693003," Yes
"
396693004," No, he is surfing.
"
396693005," Yes, he is riding a big wave.
"
134551000," Tennis
"
134551001," Yes, he is wearing a cap.
"
134551002," No, there is no water in this image.
"
134551003," Tennis
"
134551004," No, it is black and white.
"
134551005," One tennis ball
"
134551006," Tennis
"
134552000," Tennis shoes
"
134552001," No, she just hit the racket.
"
134552002," White
"
134552003," She is playing tennis.
"
134552004," Yes, it is tennis.
"
488942000," Yes, there are trees in the image.
"
488942001," The clock is attached to a pole in front of a building
"
488942002," Yes, there is a clock on the top of the building
"
488942003," Yes, the time is right.
"
488942004," The clock shows the time in the city of New York.
"
488942005," Yes, it is a sightseeing attraction.
"
488942006," The clock is showing the time of 12:00
"
488942007," The clock is Arabic numerals.
"
488942008," Yes, the clock tower is making a shadow on the building behind it.
"
134555000," Elephant tusks are made out of ivory
"
134555001," This is an elephant in a zoo.
"
134555002," In the zoo.
"
265628000," The toilet seat is up.
"
265628001," This is a bathroom stall with a toilet and a urinal
"
265628002," The walls are white.
"
134558000," No, he is not being watched.
"
134558001," No, he is still swinging the racket.
"
134558002," The boy's form is most like that of a boy playing tennis
"
134558003," No, he is not smiling.
"
134558004," Blue
"
134558005," Tennis
"
3488000," The flag is white
"
3488001," Soccer
"
3488002," He is wearing soccer shoes.
"
3488003," Yes, he is wearing a team uniform
"
3488004," The soccer ball
"
3488005," Black
"
3488006," He is kicking the ball because he is trying to get it to go in the goal.
"
3488007," He is playing soccer
"
3488008," The soccer player is about to kick the ball
"
265635000," High heels
"
265635001," No, she is holding a briefcase.
"
265635002," One
"
265635003," A map of the world
"
265635004," A map of the world
"
265636000," The bear is brown
"
265636001," It is a real picture.
"
265636002," No, the bear is holding a birthday card.
"
265636003," One.
"
265636004," A birthday card
"
265636005," Yes, there is a plant in the picture.
"
265636006," Yes, the card is written in English.
"
265636007," The teddy bear is holding a green card with happy birthday written on it
"
265636008," Yes, the bear is real.
"
265636009," Happy Birthday
"
265636010," No, the teddy bear is holding a birthday card.
"
527783000," A plane.
"
527783001," One
"
527783002," No clouds in the sky.
"
527784000," Red, white, and blue beer.
"
527784001," Two plates with sandwiches and grapes on them
"
527784002," This is a sandwich with meat and vegetables.
"
3501000," Meat.
"
3501001," Broccoli, rice, and beans.
"
3501002," Yes, there is meat in this dish.
"
3501003," The plate is white.
"
3501004," Broccoli, rice, and chili.
"
134574000," A fork.
"
134574001," Three plates are filled with food.
"
134574002," Beef
"
134574003," The silverware is available in the form of plates, bowls, and cups.
"
134574004," A fork
"
134574005," They are made out of plastic
"
134574006," It is a plate of food.
"
134574007," Yes, it is a spoon in the plate.
"
134574008," Three.
"
134574009," Yes, there is a silverware picture on the table.
"
134574010," Yes, it does look like it would taste good.
"
134574011," Three plates are shown.
"
134574012," Beef, Pork, Chicken, and Vegetables
"
134574013," A table with plates of food and a man taking a picture of it
"
134575000," Paraglider
"
134575001," The kite is red and black
"
134575002," Two people are in the picture.
"
265648000," The furniture is white and the floor is white.
"
265648001," White
"
265648002," A painting of a cow.
"
506401000," Two
"
506401001," Yes, I see two cats on a pedestal
"
506401002," Yes, if you see a cat statue.
"
506401003," McDonald's
"
506401004," The sign of a McDonald's restaurant
"
506401005," The plant is a palm tree
"
396727000," A red bus
"
396727001," Yes, this is in the United States.
"
396727002," Orange
"
396729000," The book is called ""The Life-Changing Magic of Tidying Up""
"
396729001," Yes, he is a gamer.
"
396729002," One.
"
396736000," To warn pedestrians of a construction worker on the sidewalk
"
396736001," It means that you are not allowed to walk on the sidewalk
"
396736002," The shape of the blue sign is a rectangle
"
396736003," Yes, the trees are large.
"
396736004," Blue and white
"
396736005," Blue and red sign
"
396736006," This is at night.
"
396736007," Blue
"
396736008," Yes, this is a street sign in Russia.
"
396736009," Yes, there is a crosswalk sign.
"
415648000," A baseball glove.
"
415648001," The pattern is the New York Yankees.
"
415648002," 46
"
134594000," Yes, there is grass in the picture.
"
134594001," Yes, there is an empty liquor bottle in the image.
"
134594002," The big one is black and white.
"
134594003," Yes, you can make clothes from these animals.
"
134594004," There are three animals in the image.
"
134594005," There are two shadows in the image.
"
134594006," A cow
"
134594007," Milk
"
134594008," Yes, it does have horns.
"
134596000," The person is upside down.
"
134596001," Yes, the cobblestones are laid straight.
"
134596002," Yes, the umbrella is open.
"
265677000," There are a lot of people in the park flying kites.
"
265677001," Yes, it is cloudy.
"
265677002," A kite.
"
589000," White
"
589001," Yes, he is jumping.
"
589002," He is playing frisbee in a field at night
"
589003," White
"
589004," No, he should not be wearing a helmet
"
589005," No, he is not wet.
"
589006," Yes, it is dark in the picture.
"
589007," Yes, it is happening at night.
"
589008," No, it is dark.
"
589009," No, he is playing frisbee in the dark
"
589010," The ground is white.
"
589011," The answer is that they are both in a field at night
"
589012," It is night time.
"
589013," The image is at night.
"
589014," A skateboard.
"
589015," He is playing frisbee in the dark.
"
589016," A motorcycle.
"
396754000," Yes, the sun is shining.
"
396754001," The men are riding horses on the beach.
"
396754002," The beach
"
527828000," The kid is eating pancakes with berries on them
"
527828001," This picture was taken in the morning.
"
527828002," The left hand is the child's.
"
134618000," The chair is yellow
"
134618001," The exit sign is yellow
"
134618002," Yes, he is wearing a watch.
"
396768000," It is unusual because it is a clock.
"
396768001," Yes, there are iron bars.
"
396768002," A clock on a brick wall
"
3553000," No, the skateboarder is not wearing shoes.
"
3553001," Yes, this is a skate park.
"
3553002," He is standing on the skateboard because he is riding it.
"
3553003," He is wearing Nike shoes.
"
527845000," One towel is on the counter.
"
527845001," A dog.
"
527845002," Yes, he is looking forward to a bath.
"
527846000," Apples.
"
527846001," Yes, it is a display.
"
527846002," Apples, oranges, and melons.
"
527846003," Yes, it is at a grocery store.
"
527846004," A lot of different types of apples
"
527846005," Yes, they are well organized.
"
527846006," Yes, it is a roadside stand.
"
396779000," Ducks and geese.
"
396779001," Three ducks are in the water
"
396779002," Yes, there are hosta plants in the pond.
"
265719000," He is eating a donut.
"
265719001," Yes, he is eating a donut.
"
265719002," The man is wearing a yellow and black striped shirt
"
134649000," Yes, the toilet has been cleaned recently.
"
134649001," One.
"
134649002," In the bathroom.
"
134649003," Yes, the lights are off.
"
134649004," Yes
"
134649005," Yes, the toilet seat is down.
"
134649006," Yes
"
134649007," Yes, it is a small bathroom
"
134649008," Yes, there is hand soap in the bathroom
"
134649009," Yes
"
134649010," Yes, it is.
"
134649011," Yes, the window is open.
"
134649012," Yes, there is a window in the bathroom
"
134649013," The toilet seat is up.
"
134649014," A window
"
3580000," The walls are a light gray color
"
3580001," One
"
3580002," Yes, he is playing a video game
"
265725000," 3
"
265725001," Yes
"
265725002," The player is waiting for the ball to be thrown.
"
134657000," Yes, the road is two lanes in each direction
"
134657001," It is a sunny day with a blue sky
"
134657002," The cars need to go to the right
"
3590000," A man with an umbrella and a woman with a parasol
"
3590001," Yes, it is raining.
"
3590002," Yes, the ground looks slippery.
"
3595000," Yes, they are used.
"
3595001," Wine
"
3595002," The image shows a table with wine bottles and wine glasses.
"
3595003," Yes, I like the picture background.
"
527885000," Yes, it is a reception room.
"
527885001," A video game console
"
527885002," Yes, there is a mouse in the photo.
"
527885003," Glass
"
527885004," Glass
"
265742000," An elephant in the jungle
"
265742001," In the forest.
"
265742002," No, this elephant is wild.
"
265742003," An elephant.
"
265742004," Yes, it does.
"
265742005," The elephant is standing on a pile of leaves
"
265743000," A square plate
"
265743001," A plate with meat, vegetables, and a sauce
"
265743002," The orange veggie is a carrot.
"
396820000," The rim of her umbrella is yellow
"
396820001," Yes, it is a sunny day.
"
396820002," The woman is holding a yellow umbrella
"
396820003," Yes, she is carrying a shopping bag.
"
396820004," A yellow umbrella
"
396820005," No, it is not broken.
"
396820006," The umbrella is yellow
"
396820007," An umbrella.
"
396821000," A surfboard.
"
396821001," He is surfing on a wave.
"
396821002," A surfboard
"
396821003," Black and white
"
396821004," Yes, the water is calm.
"
396821005," Yes, it is sunny over there.
"
134688000," Yes, it can lift the fork near its hand
"
134688001," Yes, the plate is white.
"
134688002," A teddy bear sitting in front of a plate of food
"
134689000," In the wild, in the middle of the day, in the middle of the savannah.
"
134689001," One giraffe is running.
"
134689002," Yes, it is getting up.
"
134689003," A giraffe
"
134689004," Yes, there are shrubs.
"
134689005," One giraffe.
"
134689006," In the wild.
"
134689007," One giraffe is standing in the grass.
"
134689008," One.
"
527906000," Yes, it is in a cafe.
"
527906001," A half eaten muffin and a cup of coffee
"
527906002," The cat is holding a muffin.
"
527906003," A cat-shaped coffee mug and a half-eaten breakfast sandwich
"
527906004," Yes, it is a dessert on the plate.
"
527906005," Yes, it has been bitten.
"
527906006," One.
"
134691000," No, it is not in good shape.
"
134691001," This is a small bathroom.
"
134691002," One.
"
205253000," It is a beach umbrella
"
205253001," The sand is a light tan color
"
205253002," Three
"
205253003," Yes, she is telling a story
"
265771000," A mixer
"
265771001," On the table next to the microwave
"
265771002," Yes, there is a microwave on the table.
"
396845000," They are hugging each other.
"
396845001," Yes, they are friends.
"
396845002," The photo shows a group of baseball players standing around a batting cage.
"
134703000," The snow is white.
"
134703001," No, the person is not holding an umbrella.
"
134703002," The skiers are on the mountain.
"
134703003," No, they are not wearing helmets.
"
134703004," Yes, they are all going to ski.
"
134703005," The photo is of a person on skis.
"
134703006," The red headband is on the person in the middle of the picture.
"
134703007," Ski boots
"
134703008," Yes, it is a very easy slope.
"
265777000," The glasses are blue.
"
265777001," Yes, there is food on the table.
"
265777002," Red
"
396851000," The green monster is on the move.
"
396851001," The green monster is on the move.
"
396851002," Yes, it is Fenway Park.
"
396851003," The green monster truck
"
134715000," The walls are beige
"
134715001," White
"
134715002," A bathroom
"
265789000," Yes, it does look warm.
"
265789001," One person is skiing on the snow
"
265789002," Snow.
"
265789003," Cross country skis
"
396863000," Yes, the horse will get in the water
"
396863001," Riding a horse
"
396863002," Yes, she is an experienced horse rider
"
396863003," The girl is riding the horse
"
396863004," Yes, the sun is shining.
"
134722000," A train
"
134722001," Yes, there are people waiting for the train
"
134722002," Yes, it is fast.
"
134722003," The train is white and blue
"
134722004," The sky is blue.
"
134722005," Yes, the train is taken care of
"
3661000," Yes, they look fresh.
"
3661001," The cup is yellow.
"
3661002," No, they are not peeled.
"
134738000," A blow dryer.
"
134738001," It is a Vidal Sassoon blow dryer
"
134738002," Yes, it does.
"
527960000," No, it is in black and white.
"
527960001," In the woods near a park bench
"
527960002," The bench is covered with a green and white paint.
"
527960003," The bench is mounted on a wooden surface
"
527960004," Yes, there are trees with peeling bark.
"
527960005," ""Hannah""
"
527961000," Two
"
527961001," The bus is purple
"
527961002," Yes, it is stable on curves.
"
527961003," There are two windows on the top of the bus
"
527961004," The bus has two windows with curtains.
"
527962000," None
"
527962001," Yes, it does.
"
527962002," Yes, it is a nighttime photo
"
527962003," Yes, there is traffic.
"
527962004," No, it is a cloudy day.
"
527962005," It is night time.
"
527962006," This is a street in a city in Japan
"
527962007," The picture is in black and white.
"
527962008," This is a night time image.
"
527962009," Yes, it is in English.
"
527962010," The words are lit up on the sign on the building
"
527962011," Yes, air pollution is high in this urban area
"
527962012," Yes, it is a busy street
"
484584000," Yes, he is flat-footed.
"
484584001," It is a brand name for a tennis racket
"
484584002," Yes, he is wearing a shirt.
"
265822000," Yes, the bear ate the cupcake.
"
265822001," The cupcakes are in the background.
"
265822002," ""I'm a cupcake""
"
396903000," Red
"
396903001," It is taking off.
"
396903002," b
"
134760000," The person is going down the hill on a ski lift
"
134760001," The trees are in the background.
"
134760002," Ski lift
"
134760003," One
"
3690000," Pizza dough
"
3690001," One
"
3690002," A lot of cheese is on the pizza.
"
3693000," They are all using their cell phones.
"
3693001," Yes, there is graffiti on the wall.
"
3693002," Graffiti
"
3694000," Yes, he is a professional skater.
"
3694001," Skateboarding
"
3694002," Yes
"
22461000," The spoon is in the bowl of cereal.
"
22461001," Cereal and grapes
"
22461002," Yes, there is milk in the cereal.
"
134768000," The desk is a dark brown color.
"
134768001," The object on the right is a speaker.
"
134768002," The keyboard is black
"
481214000," No, this is not the real Harry Potter.
"
481214001," Happy
"
481214002," A young boy in a harry potter costume
"
481214003," Yes, the boy is wearing glasses.
"
481214004," He is about 10 years old.
"
481214005," Yes, it is.
"
481214006," He is wearing glasses.
"
481214007," Yes
"
481214008," Black
"
3703000," Yes, the laptop is on.
"
3703001," They are ripe.
"
3703002," Two
"
527994000," Two
"
527994001," Yes, the maid has visited this room recently.
"
527994002," Yes, there is a window in this room.
"
527995000," The fence is made of snow.
"
527995001," Four people are in this picture.
"
527995002," The mountains.
"
66154000," The vase in the front is a multi-colored vase
"
66154001," The white vases are all different.
"
66154002," Yes, they are all handmade
"
66154003," The vase with the flowers is the one with the yellow and green.
"
66154004," They are vases.
"
44309000," Yes, there is a bridge nearby.
"
44309001," Rome, Italy
"
44309002," The building is made of stone
"
3716000," No, she is not happy.
"
3716001," Yes
"
3716002," Apple
"
3716003," A laptop computer
"
528011000," No, this is a zebra.
"
528011001," One zebra
"
528011002," Yes, it does.
"
528011003," No, this is a zebra running in the wild.
"
265872000," No, the motorcycle is parked in the grass.
"
265872001," Black
"
265872002," Yes, it is a motorcycle made in America.
"
265879000," The man is sitting at a table with a bottle of wine
"
265879001," The shirt is black
"
265879002," Yes, he is drinking wine.
"
134811000," Yes, it is cooked.
"
134811001," Green vegetable is on the pizza.
"
134811002," Yes, there is cheese on this item.
"
134811003," On the plate.
"
134811004," Yes, there are vegetables on this pizza.
"
240173000," The traffic light is red.
"
240173001," The light is red.
"
240173002," A traffic light
"
528030000," Yes, he is wearing glasses
"
528030001," Yes, he is dressed formally
"
528030002," Blue
"
134815000," Wood
"
134815001," The stove is a dark brown color
"
134815002," Two pots are on the stove.
"
528033000," The smaller bear is wearing a blue shirt and the larger bear is wearing a red shirt
"
528033001," The bears are sitting on a chair.
"
528033002," In the living room.
"
396966000," Two people are flying a kite in a field
"
396966001," They are clouds.
"
396966002," Yes, they are.
"
396972000," The photo is of a skateboarder doing a trick at a skate park
"
396972001," He is trying to balance his skateboard on the edge of the ramp
"
396972002," Yes, he is doing a dangerous jump.
"
396972003," A skateboard
"
396972004," No, he is wearing a t-shirt.
"
528046000," The girl is holding an umbrella.
"
528046001," Yes, she is using her umbrella
"
528046002," Stone
"
528046003," No, it is not raining in the picture.
"
3761000," The breeze on your cheek feels like a horse's nose
"
3761001," The man is wearing a red, white and blue shirt and a cowboy hat.
"
3761002," The United States of America
"
3761003," A cowboy hat
"
3761004," No, this horse is not too close.
"
3771000," No, the cow is resting in a field of grass
"
3771001," No, this cow is laying down in the grass.
"
3771002," The cow is white.
"
265916000," A dog.
"
265916001," One person is talking to another person.
"
265916002," He is thinking, ""I am going to get a lot of attention today.""
"
265916003," Yes, the dog enjoys being in a backpack
"
265916004," No, the dog is going to eat that.
"
528062000," No, they are in the living room.
"
528062001," Three people are shown in the image.
"
528062002," Yes, they are friends
"
528062003," The table in the center of the picture has a glass or wooden top.
"
3779000," A wine tasting
"
3779001," Yes, the wine glasses are arranged in a pyramid.
"
3779002," Yes, it is a school.
"
3779003," 6
"
3779004," Yes, it is a wine tasting.
"
396997000," Baseball
"
396997001," Yes, he has on shoes.
"
396997002," Yes, the Umpire is Safe
"
396997003," Yes, he is wearing cleats.
"
396997004," Red
"
396997005," A baseball player
"
396997006," Red
"
396997007," Yes, they are professional baseball players
"
396997008," Yes, there is an umpire on the field
"
396997009," Yes, he is wearing a mask
"
134856000," Three
"
134856001," The animal is riding a horse on the beach
"
134856002," No, there are no planes in this image.
"
134856003," Three.
"
134856004," It is a beach.
"
134856005," The ocean or sea is the ocean or sea
"
134856006," Three
"
134856007," The ocean
"
134856008," Yes, it is a sunny day.
"
134856009," Yes, there are trees in the image.
"
134856010," The ground is covered with people riding horses.
"
134856011," The beach is a light blue color.
"
134856012," An animal is a living thing that has a body and a brain.
"
134856013," No, these are horses.
"
134856014," The ocean is calm.
"
134856015," No, there is not a sailboat in this picture.
"
134856016," The weather conditions are partly cloudy or raining.
"
134856017," Horses
"
134856018," The beach.
"
134856019," No, there are no people on the beach.
"
134856020," No, it is not raining.
"
134856021," The sky is blue.
"
134856022," Three
"
134856023," Horses, people, and a boat.
"
134856024," They are riding horses on the beach
"
3786000," A book.
"
3786001," No, she is not wearing shoes.
"
3786002," No, she is not bald.
"
