question_id,answer
396519006," The cones are there to keep the grass from getting trampled
"
396519007," The man who is throwing arms in front of him is throwing the frisbee.
"
396519008," The grass is green
"
459303000," The ground is gray
"
459303001," 506
"
459303002," 4
"
459303003," Black
"
3310000," Red
"
3310001," A hat
"
3310002," A hot dog
"
3310003," Yes, the sausage will fit.
"
3310004," Yes, she can take a full bite
"
3310005," Red
"
3310006," Yes, it is too big for the bun.
"
546685000," They are soldiers
"
546685001," Yes
"
546685002," No, they were just playing frisbee in the desert.
"
546685003," No, they are preparing for a game of frisbee
"
134386000," 4
"
134386001," A cup of coffee
"
134386002," Yes
"
134386003," A birthday cake
"
527603000," The floor is tiled.
"
527603001," No, it is not in this room.
"
527603002," Yes, they are made of wood
"
527603003," The white refrigerator
"
527603004," A refrigerator
"
527603005," A refrigerator
"
527603006," White
"
527603007," Yes, they are modern appliances
"
527603008," Yes
"
527603009," The image shows a kitchen with a refrigerator, a microwave, a sink, a table, and a chair.
"
265462000," One
"
265462001," They are doing a trick on their skateboards.
"
265462002," Yes
"
265464000," No, this surfer is young.
"
265464001," Yes, there are high tides
"
265464002," One
"
396541000," Yes
"
396541001," Yes
"
396541002," The person in the image is a woman
"
396541003," No, this is a woman sitting in front of a computer screen
"
396541004," Yes
"
396541005," A woman is sitting in front of a computer screen
"
396541006," Yes
"
396541007," The woman is playing a video game on a computer
"
396541008," No
"
396541009," Yes
"
396541010," Two
"
396541011," Yes
"
396541012," A woman
"
396541013," A woman sitting in front of a computer
"
396541014," A computer monitor
"
396541015," This photo was taken in the United States
"
396541016," It is a girl
"
396541017," A computer
"
396542000," Yes, it is possible.
"
396542001," Yes
"
396542002," White
"
396542003," Blue
"
396543000," Yes, they are happy.
"
396543001," Yes, it is possible.
"
396543002," A top hat
"
396543003," Black and white
"
527616000," The pattern is a tie.
"
527616001,"
"
527616002," A television, a television, a television, a television, a television, a television, a television, a television, a television, a television,"
527616003," In the window of a store selling a baseball bat
"
527616004," Yes
"
527616005," The TV is about 20 years old.
"
527616006," ""WITHHAT""
"
3335000," In the toilet
"
3335001," Yes
"
3335002," Yes, it looks new.
"
3337000," The man is wearing a bracelet with a design on it.
"
3337001," The cars in the background are black and white.
"
3337002," A watch
"
396556000," No, this is a toy for people too.
"
396556001," The dog is playing with a frisbee
"
396556002," No, the dog is not biting the man's hand.
"
134413000," A small bowl of food
"
134413001," Yes, tomatoes are pictured.
"
134413002," Blue
"
3342000," One train
"
3342001," Red, white, and black
"
3342002," Red, white, and black
"
527631000," A sandwich with meat and cheese
"
527631001," A sandwich and fries
"
527631002," Yes
"
527631003," Yes, they are equal.
"
527631004," A sandwich
"
527631005," Yes, there is lettuce in the sandwich.
"
527631006," Yes, the sandwich will eat the fries.
"
527631007," A sandwich with fries and a drink
"
527631008," Two
"
527631009," A sandwich
"
527631010," A sandwich
"
527631011," A fork
"
527631012," Yes, it is.
"
527631013," Steak
"
22403000," Baseball
"
22403001," The number of the tallest boy is 5
"
22403002," No, it is not over.
"
22403003," No, this is a baseball team.
"
22403004," New York
"
396568000," Yes
"
396568001," None
"
396568002," No, this is a diesel train
"
396568003," No, this train is not appropriate for an amusement park.
"
396568004," No, the train is moving
"
396568005," No
"
396568006," Orange
"
396568007," There are two tracks
"
396568008," No, the engine is not venting steam
"
396568009," One
"
527644000," The jet is flying through a cloudy sky.
"
527644001," Yes, it is an F-16
"
527644002," The plane is heading to the left
"
527644003," No, the plane is flying.
"
527644004,"
"
44250000," The water is white
"
44250001," The polar bear is playing in the water
"
44250002," No, this polar bear is looking for a mate.
"
44250003," A polar bear
"
44250004," The bear is entering the water.
"
288170000," This picture was taken in the city of san francisco
"
288170001," One
"
288170002," Yes
"
288170003," The photographer was a man named james b. bennett
"
396580000," Yes
"
396580001," There are two row boats in the image.
"
396580002," The reflection of the house in the water
"
265518000," Yes, it does.
"
265518001," The fork is resting on a black and white checkered plate
"
265518002," Yes, it could be a breakfast meal.
"
3378000," Yes, they are trees.
"
3378001," A skateboard competition
"
3378002," A skateboarder doing a trick
"
3378003," Yes
"
3378004," Yes
"
3378005," Yes
"
3378006," Yes, there are spectators for the man
"
527670000," Yes
"
527670001," No
"
527670002," No, this is a happy dog.
"
527670003," The left paw is in the photo
"
134459000," There are three.
"
134459001," 6
"
134459002," A group of people playing frisbee
"
134459003," Yes
"
134459004," A frisbee
"
134459005," Yes
"
134459006," 5
"
134459007," The people are playing frisbee in a park.
"
134460000," A raccoon wearing a hat
"
134460001," A raccoon
"
134460002," A banana
"
396608000," Coffee
"
396608001," Banana
"
396608002," Yes, this is what a person has in the morning.
"
396617000," Yes, he is squatting
"
396617001," The man on the skateboard
"
396617002," Yes
"
265547000," This is a black-and-white image
"
265547001," Yes
"
265547002," The umbrella was blown away by the wind
"
265550000," Surfing
"
265550001," Black
"
265550002," The person is about 5'10""
"
265550003," Yes
"
265550004," The copyright date on the picture is 2008-12-17
"
265550005," Yes
"
265550006," Yes
"
265550007," The surfboard is white
"
527695000," Yes, it does.
"
527695001," Yes, there is cheese on the broccoli.
"
527695002," Broccoli
"
265552000," Yes
"
265552001," To keep her feet warm
"
265552002," Their cell phones
"
265552003," Two
"
134483000," Yes, it is clean.
"
134483001," The tile is white
"
134483002," No, there is not a baby in this household.
"
134483003," The toilet is white
"
134483004," Yes
"
134483005," A toilet paper holder
"
134483006," Toilet paper is a necessity in a bathroom.
"
134483007," The toilet seat
"
134483008," It is made of porcelain
"
134483009," A toilet with toilet paper and a bottle of water
"
134483010," In a public restroom
"
134483011," It is a brown color
"
134483012," This is a bathroom
"
134483013," In the toilet
"
134483014," NO
"
134483015," Yes
"
134483016," Yes, it is all garbage.
"
134483017," Yes, the toilet is clean.
"
134483018," I don't know, but it's a toilet paper roll holder
"
134483019," It is white
"
134483020," The wall is white
"
134483021," Yes
"
134483022," The number of rolls of toilet paper in this package is two.
"
546702000," No, there is no pattern on the blanket.
"
546702001," A collar
"
546702002," There are two cats in the image.
"
546702003," The cat is laying on the bed.
"
546702004," One
"
546702005," The cat is not aggressive.
"
546702006," The cat is napping
"
546702007," No, the cat is likely to have been sitting on the bed.
"
546702008," The cat is a tabby cat
"
546702009," The cat is sitting on the bed.
"
546702010," No, the cat is just fat.
"
546702011," A cat would make a sound like a cat.
"
546702012," This is a cat that is about 10 years old.
"
546702013," One
"
546702014," Yes
"
546702015," A bed
"
546702016," 1
"
546702017," One
"
546702018," The cat is a tabby
"
527704000," Yes, they are roller skates
"
527704001," Blonde
"
527704002," 1
"
527704003," The sidewalk item required by the Americans with Disabilities Act is a curb.
"
44260000," Yes, it is an apple on the tree.
"
44260001," This picture was taken in the fall of the year.
"
44260002," Yes, the leaves have fallen.
"
44260003," Yes, it is a living creature.
"
3425000," Yes
"
3425001," Yes, it is a fit screen.
"
3425002," The shoes are blue
"
3425003," The carpet is blue
"
265574000," Yes, there is tile on the walls.
"
265574001," One
"
265574002," White
"
265574003," A towel rack
"
265574004," One towel is hanging up.
"
265574005," The toilet seat is up.
"
265574006," One
"
265574007," The white items are the toilet and the bathtub
"
265574008," One
"
265574009," A towel
"
265574010," Yes, but it is not recommended.
"
134503000," Yes
"
134503001," The boat is white
"
134503002," Yes
"
134503003," No, the man is swimming in the water.
"
265579000," Yes
"
265579001," The train is coming from the engine
"
265579002," This is a picture of a train going down the tracks
"
265584000," Yes, they are commercial planes.
"
265584001," Yes
"
265584002," The plane in the foreground
"
527733000," The game is called ""Tennis""
"
527733001," The people are looking at the television.
"
527733002," Yes
"
527733003," Playing a video game
"
527733004," Yes
"
527733005," No, they are playing the wii
"
134518000," Yes
"
134518001," Her boyfriend
"
134518002," Yes
"
265596000," Yes, it is.
"
265596001," Yes, it does.
"
265596002," Yes, it is a mug of coffee
"
265597000," Yes, the refrigerator is full.
"
265597001," Yes, I think so.
"
265597002," Milk, yogurt, cereal, and other food
"
265597003," A refrigerator
"
396673000," Air Japan
"
396673001," The airplane tail is the tail fin of the airplane.
"
396673002," Blue, white, and red
"
396676000," The arrow is blue
"
396676001," The first building is a tan building with a clock tower on it.
"
396676002," The time is shown on the clock.
"
396676003," The yellow arch on the building stands for the city of lima
"
396676004," The clock is on the pole in the middle of the street.
"
396676005," Clockwise
"
396676006," North
"
396676007," The yellow sign indicates that the building is a hotel.
"
396676008," Yes, there is a rope or chain between the poles.
"
396676009," The clock is a brown and white clock
"
396676010," A cloudy sky
"
396676011," It is now.
"
396676012," It is now
"
396676013," The signpost points in one direction.
"
527750000," Yes
"
527750001," In the kitchen.
"
527750002," Yes
"
134537000," Yes, there are Christmas lights strung near the tower.
"
134537001," It is night
"
134537002," Red
"
134537003," A string of lights
"
3466000," Yes
"
3466001," The floor is red
"
3466002," Yes
"
265611000," A thomas the train cake
"
265611001," Yes, the cake is edible.
"
265611002," The number 3
"
134542000," The person who took the picture.
"
134542001," The background is a light brown
"
134542002," Yes, there are vegetables in the image.
"
134542003," Yes, it does.
"
134542004," Candy
"
396687000," The sign says ""Cross Country Skiing""
"
396687001," Three
"
396687002," No, they are not.
"
396691000," Pizza
"
396691001," Yes
"
396691002," No, this is a home kitchen
"
396692000," Yes, it is the train's name.
"
396692001," 4
"
396692002," The # train is on the right
"
396692003," The flag of the United Kingdom
"
396692004," The numbers on the side of the train are the train's number.
"
396692005," 4
"
396692006," To the station
"
396692007," Yes, this is a train in the United States
"
396692008," The numbers on the train are the train's number.
"
396692009," British Railways
"
396692010," No, this is the second train in line.
"
396692011," Blue and yellow
"
396693000," The person's shirt is blue
"
396693001," Yes, he is good at surfing.
"
396693002," The man standing on the surfboard is riding the wave.
"
396693003," Yes
"
396693004," No, he is riding the wave.
"
396693005," Yes
"
134551000," Tennis
"
134551001," Yes
"
134551002," No, there is no water in this image.
"
134551003," Tennis
"
134551004," No
"
134551005," 1
"
134551006," Tennis
"
134552000," Tennis shoes
"
134552001," No, she just hit the racket.
"
134552002," White
"
134552003," She is a badminton player
"
134552004," Yes, it is tennis.
"
488942000," Yes, there are trees in the image.
"
488942001," The clock is attached to the building.
"
488942002," Yes
"
488942003," Yes, the time is right.
"
488942004," The clock shows the time of day.
"
488942005," Yes
"
488942006," The clock is showing the time of 11:00 am
"
488942007," The clock is Arabic numbers.
"
488942008," Yes
"
134555000," Wood
"
134555001," This is a zoo
"
134555002," Behind the fence.
"
265628000," The toilet seat is up.
"
265628001," This is a bathroom
"
265628002," The walls are white
"
134558000," Yes
"
134558001," Yes
"
134558002," The boy's form is most like that of a boy playing tennis
"
134558003," Yes
"
134558004," Blue
"
134558005," Tennis
"
3488000," Green
"
3488001," Soccer
"
3488002," He is wearing soccer shoes
"
3488003," Yes
"
3488004," The soccer ball
"
3488005," Black
"
3488006," He is kicking the ball because he is trying to kick it.
"
3488007," Soccer
"
3488008," The move is called a ""cross""
"
265635000," High heels
"
265635001," No, she is not pooping.
"
265635002," One
"
265635003," A map of the world
"
265635004," A map
"
265636000," Brown
"
265636001," This is a real picture.
"
265636002," No, the bear is wearing a teddy bear outfit.
"
265636003," 1
"
265636004," A green card with the word happy birthday written on it
"
265636005," Yes
"
265636006," Yes
"
265636007," Green
"
265636008," Yes, the bear is real.
"
265636009," Happy Birthday
"
265636010," Yes
"
527783000," A passenger plane
"
527783001," Two
"
527783002," No clouds in the sky
"
527784000," Budweiser
"
527784001," Two plates
"
527784002," A sandwich
"
3501000," Beef
"
3501001," Broccoli and green beans
"
3501002," Yes, there is meat in this dish.
"
3501003," Red
"
3501004," Broccoli
"
134574000," A fork
"
134574001," Three plates are filled with food.
"
134574002," Beef
"
134574003," The silverware is available in the form of plates, bowls, and cups.
"
134574004," A fork
"
134574005," They are made out of metal
"
134574006," Beef, rice, and green beans
"
134574007," Yes, it is a spoon.
"
134574008," 3
"
134574009," Yes, there is a silverware picture on the table.
"
134574010," Yes, it does look like it would taste good.
"
134574011," Three plates
"
134574012," Beef, chicken, pork, shrimp, and fish
"
134574013," A plate of food, a bowl of soup, and a plate of rice
"
134575000," ""B""
"
134575001," Red, black, and white
"
134575002," Two
"
265648000," Because it is not clean.
"
265648001," White
"
265648002," A painting
"
506401000," Three
"
506401001," Yes
"
506401002," Yes, if you are in a car.
"
506401003," The one on the left is more popular
"
506401004," The sign is of a restaurant called ""The Golden Gate""
"
506401005," The plant is a tree
"
396727000," A bus
"
396727001," Yes
"
396727002," Orange
"
396729000," The book is called ""The Snow Leopard""
"
396729001," Yes
"
396729002," Two
"
396736000," To warn people of a dangerous activity
"
396736001," It means that the sign is for a no parking zone.
"
396736002," The blue sign is a no parking sign.
"
396736003," Yes
"
396736004," Blue and white
"
396736005," Blue and white
"
396736006," This is at night
"
396736007," Blue
"
396736008," Yes, this is a sign in Russia.
"
396736009," Yes
"
415648000," A baseball
"
415648001," The pattern is the number 46
"
415648002," 46
"
134594000," Yes, there is grass in the picture.
"
134594001," Yes, there is an empty liquor bottle in the image.
"
134594002," Black and white
"
134594003," Yes, you can make clothes from these animals.
"
134594004," One cow
"
134594005," There are two shadows.
"
134594006," A cow
"
134594007," Milk
"
134594008," No, this cow does not have horns.
"
134596000," The person's head is in the middle of the image.
"
134596001," No, they are laid crooked.
"
134596002," Yes
"
265677000," There are many people in the picture.
"
265677001," No, it is not cloudy.
"
265677002," A kite
"
589000," White
"
589001," Yes, he is jumping.
"
589002," He is playing frisbee in the park.
"
589003," White
"
589004," No
"
589005," No, he is not wet.
"
589006," No, it is not dark in the picture.
"
589007," Yes
"
589008," No, it is not sunny.
"
589009," No, he is playing frisbee at night
"
589010," The ground is white.
"
589011," The answer is: They are both in the sky.
"
589012," It is night.
"
589013," The image was taken at night.
"
589014," A skateboard
"
589015," He is in the grass playing frisbee
"
589016," A motorcycle
"
396754000," Yes
"
396754001," The men are riding horses in a professional capacity.
"
396754002," The beach
"
527828000," 4
"
527828001," This picture was taken in the afternoon
"
527828002," The left hand
"
134618000," The chair is blue
"
134618001," It is red.
"
134618002," Yes, he is wearing a watch.
"
396768000," The clock is unusual because it is a clock.
"
396768001," Yes, there are iron bars.
"
396768002," A clock
"
3553000," Yes, the skateboarder is wearing a helmet.
"
3553001," Yes
"
3553002," He is standing on the skateboard because he is riding it.
"
3553003," Nike
"
527845000," None
"
527845001," A dog
"
527845002," Yes, he is looking forward to a bath.
"
527846000," Apples
"
527846001," Yes
"
527846002," Apples
"
527846003," Yes
"
527846004," There are many types of apples.
"
527846005," Yes, they are well organized.
"
527846006," Yes, it is a roadside stand.
"
396779000," Ducks and geese
"
396779001," Two ducks and a goose
"
396779002," Yes, there are hosta plants in the pond.
"
265719000," A donut
"
265719001," Yes
"
265719002," A black and yellow striped shirt
"
134649000," Yes, it has been cleaned recently.
"
134649001," One
"
134649002," In the bathroom.
"
134649003," Yes, the lights are off.
"
134649004," Yes
"
134649005," Yes
"
134649006," Yes
"
134649007," Yes
"
134649008," Yes, there is hand soap in the bathroom.
"
134649009," Yes
"
134649010," Yes, it is.
"
134649011," Yes
"
134649012," Yes, there is a window.
"
134649013," The toilet seat is up.
"
134649014," A window
"
3580000," The walls are a light brown color
"
3580001," 2
"
3580002," Yes
"
265725000," The number on the shirt is 33
"
265725001," Yes
"
265725002," The player is standing still because he is waiting for the ball to be thrown.
"
134657000," Yes
"
134657001," It is a sunny day
"
134657002," The cars need to go to the right to get to the off ramp
"
3590000," A man holding an umbrella
"
3590001," Yes
"
3590002," Yes, the ground is slippery.
"
3595000," Yes, they are.
"
3595001," Wine
"
3595002," 6
"
3595003," Yes
"
527885000," Yes, it is a reception room.
"
527885001," A wii game console
"
527885002," Yes, there is a mouse in the photo.
"
527885003," Wood
"
527885004," Wood
"
265742000," An elephant
"
265742001," In the forest.
"
265742002," No, this elephant is wild.
"
265742003," This is an elephant
"
265742004," Yes
"
265742005," The elephant is standing on a pile of leaves
"
265743000," A square plate
"
265743001," A plate of food
"
265743002," The orange veggie is a carrot
"
396820000," Yellow
"
396820001," Yes
"
396820002," Yellow
"
396820003," Yes
"
396820004," An umbrella
"
396820005," No, it is not broken.
"
396820006," Yellow
"
396820007," An umbrella
"
396821000," A watch
"
396821001," Surfing
"
396821002," A wave
"
396821003," Black and white
"
396821004," Yes
"
396821005," Yes
"
134688000," No, it can not lift the fork near its hand
"
134688001," Yes
"
134688002," A dessert
"
134689000," This is a giraffe in the wild in Africa
"
134689001," One giraffe
"
134689002," No, it is not.
"
134689003," A giraffe
"
134689004," Yes, there are shrubs.
"
134689005," One giraffe
"
134689006," The giraffes are in the savannah.
"
134689007," There are two giraffes in the image.
"
134689008," The giraffe is standing in a field of trees.
"
527906000," Yes
"
527906001," A breakfast sandwich
"
527906002," The logo is a cat.
"
527906003," A cat.
"
527906004," Yes, it is a dessert on the plate.
"
527906005," Yes, it has been bitten.
"
527906006," Two
"
134691000," No, it is not in good shape.
"
134691001," Small
"
134691002," One
"
205253000," It is used to hold the umbrella up
"
205253001," The sand is a light tan color
"
205253002," 4
"
205253003," Yes
"
265771000," A blender
"
265771001," On the counter
"
265771002," Yes
"
396845000," They are hugging each other after a baseball game
"
396845001," Yes, they are friends.
"
396845002," The photo shows the Boston Red Sox, New York Yankees, and the Los Angeles Dodgers.
"
134703000," Blue
"
134703001," Yes
"
134703002," The skiers are on the mountain.
"
134703003," Yes
"
134703004," Yes, they are all going to ski.
"
134703005," The photo is of a person on skis.
"
134703006," The red headband is on the person in the picture.
"
134703007," Ski boots
"
134703008," Yes, it is a very easy slope.
"
265777000," Green
"
265777001," Yes
"
265777002," Red
"
396851000," The green monster
"
396851001," The green monster is out on the road.
"
396851002," Yes
"
396851003," The green monster
"
134715000," The walls are beige
"
134715001," The towel is white
"
134715002," A bathroom
"
265789000," Yes, it does look warm.
"
265789001," One person is skiing
"
265789002," Snow
"
265789003," A cross-country skier
"
396863000," No, the horse will not get in the water.
"
396863001," Riding horses
"
396863002," Yes, she is an experienced horse rider
"
396863003," The horse is moving around the person riding it.
"
396863004," Yes
"
134722000," A train
"
134722001," Yes, there are people waiting for the train
"
134722002," Yes, it is fast.
"
134722003," White
"
134722004," Blue
"
134722005," Yes, the train is taken care of.
"
3661000," Yes, they are ripe.
"
3661001," Green
"
3661002," No, they are not.
"
134738000," A blow dryer
"
134738001," It is a blow dryer
"
134738002," Yes, it does.
"
527960000," No, it is not in color.
"
527960001," This was taken in the woods near the park in the city of San Francisco
"
527960002," The bench is covered with a green and white park bench
"
527960003," A wooden surface
"
527960004," No, the trees are not peeling bark.
"
527960005," ""I am a tree""
"
527961000," 2
"
527961001," Purple
"
527961002," Yes, it is stable on curves.
"
527961003," There are two windows on the top of the bus
"
527961004," None
"
527962000," 1
"
527962001," Yes
"
527962002," Yes
"
527962003," Yes
"
527962004," Yes
"
527962005," It is night
"
527962006," Tokyo, Japan
"
527962007," The image is in black and white.
"
527962008," This is night time.
"
527962009," Yes
"
527962010," The sign is lit up with the words ""Kawasaki""
"
527962011," Yes
"
527962012," Yes
"
484584000," Yes
"
484584001," Willis
"
484584002," Yes
"
265822000," No, the bear ate the cupcake.
"
265822001," The cupcakes are on the table.
"
265822002," ""I'm a pirate""
"
396903000," Red
"
396903001," It is taking off
"
396903002," b
"
134760000," The person is going down the hill on skis.
"
134760001," In the background.
"
134760002," A ski lift
"
134760003," One
"
3690000," Dough
"
3690001," One
"
3690002," A lot
"
3693000," Playing video games
"
3693001," Yes
"
3693002," Graffiti
"
3694000," No, this is a professional skateboarder
"
3694001," Skateboarding
"
3694002," Yes
"
22461000," The spoon is in the bowl of cereal.
"
22461001," Cereal
"
22461002," Yes, there is milk in the cereal.
"
134768000," The desk is a dark brown color
"
134768001," The speaker is playing music
"
134768002," Black
"
481214000," No, this is not the real Harry Potter.
"
481214001," Happy
"
481214002," A young boy wearing a tie and glasses
"
481214003," Yes
"
481214004," He is about 10 years old
"
481214005," Yes
"
481214006," He is wearing glasses.
"
481214007," Yes
"
481214008," Black
"
3703000," Yes
"
3703001," They are ripe.
"
3703002," Three
"
527994000," Two
"
527994001," Yes, the maid has visited this room recently.
"
527994002," Yes, there is a window in this room.
"
527995000," Snow
"
527995001," 4
"
527995002," The snow
"
66154000," The vase in the front is a green vase
"
66154001," The white vases are all painted with a pattern of green, yellow, red, and blue.
"
66154002," Yes, they are handmade
"
66154003," The vase with flowers is the one with the yellow flowers
"
66154004," Vases
"
44309000," Yes, there is a bridge nearby.
"
44309001," Rome, Italy
"
44309002," The building is made of stone
"
3716000," Yes
"
3716001," Yes
"
3716002," Apple
"
3716003," A laptop computer
"
528011000," No, this is a zebra
"
528011001," One set of tire tracks
"
528011002," Yes, it does.
"
528011003," No, this is a zebra walking in the wild
"
265872000," No, the motorcycle is parked in the grass.
"
265872001," Black
"
265872002," Yes, it is a Harley Davidson motorcycle.
"
265879000," The man is sitting at a table with a bottle of wine
"
265879001," Black
"
265879002," Yes, he is drinking wine
"
134811000," Yes
"
134811001," The green vegetable is a mushroom
"
134811002," Yes
"
134811003," On the plate.
"
134811004," Yes, there are vegetables on this pizza.
"
240173000," Red
"
240173001," Red
"
240173002," A traffic light
"
528030000," Yes
"
528030001," Yes, he is dressed formally
"
528030002," Blue
"
134815000," Wood
"
134815001," The stove is a dark brown color
"
134815002," One
"
528033000," A teddy bear
"
528033001," A chair
"
528033002," In the living room
"
396966000," Two
"
396966001," They are clouds.
"
396966002," Yes
"
396972000," The photo is of a skateboarder doing a trick in a skate park
"
396972001," He is trying to catch his balance.
"
396972002," No, he is not.
"
396972003," A skateboard ramp
"
396972004," No
"
528046000," The girl is holding an umbrella.
"
528046001," Yes
"
528046002," Tiled floor
"
528046003," Yes
"
3761000," It feels like a horse's breath on your cheek.
"
3761001," The man is wearing a red, white and blue shirt.
"
3761002," The United States of America
"
3761003," A straw hat
"
3761004," No, this horse is too far away.
"
3771000," No, the cow is not exhausted.
"
3771001," No, this cow is not going to stand up soon.
"
3771002," White
"
265916000," A dog
"
265916001," Two
"
265916002," The cat is thinking, ""I'm so glad I'm not wearing a backpack.""
"
265916003," Yes, the dog enjoys being in a backpack.
"
265916004," No, the dog is not going to eat that.
"
528062000," No, they are in the living room.
"
528062001," Three
"
528062002," Yes, they are friends
"
528062003," The table in the center of the picture has a glass top
"
3779000," A wine tasting
"
3779001," Yes
"
3779002," Yes
"
3779003," 6
"
3779004," Yes, it is a wine tasting.
"
396997000," Baseball
"
396997001," Yes
"
396997002," Yes, the umpire is safe
"
396997003," Yes
"
396997004," The tarp is blue
"
396997005," The man dressed as a baseball player
"
396997006," Red
"
396997007," Yes, they are professional players.
"
396997008," Yes
"
396997009," Yes, he is wearing a mask.
"
134856000," Three
"
134856001," The animal is riding on the horse.
"
134856002," No, there is no plane in the image.
"
134856003," There are three silhouettes in the image.
"
134856004," It is a beach.
"
134856005," The ocean
"
134856006," Three
"
134856007," This is a body of water
"
134856008," No, it is a hazy day.
"
134856009," Yes, there are trees.
"
134856010," The sky
"
134856011," The beach is blue
"
134856012," A horse
"
134856013," No, these are horses.
"
134856014," The ocean is calm.
"
134856015," No, there is not a sailboat in this picture.
"
134856016," Partly cloudy
"
134856017," Horses
"
134856018," The trees are called the forest
"
134856019," No, there are horses on the beach.
"
134856020," No, it is not raining.
"
134856021," The sky is blue.
"
134856022," None
"
134856023," Horses
"
134856024," They are riding horses on the beach.
"
3786000," A book
"
3786001," No, she is not wearing shoes.
"
3786002," No, she is not bald.
"
134863000," No, there is not a fire station in the picture.
"
134863001," Yes, there are two cars in the photo.
"
134863002," No, there are no people in the crosswalk.
"
134863003," The red object is a traffic light
"
134863004," 1
"
134863005," The green lights mean that the traffic light is working.
"
134863006," The stoplight is red
"
134863007," Yes
"
134863008," The stop light is red
"
397008000," 1
"
397008001," Tennis
"
397008002," A baseball bat
"
397008003," Yes
"
397008004," The man is swinging a bat at a ball.
"
397008005," Yes
"
397008006," Yes, he is hitting a ball.
"
397008007," Yes
"
397008008," Yes
"
3793000," ""The bus says 'the bus says 'the bus says 'the bus says 'the bus says 'the bus says 'the bus says 'the"
3793001," Yes
"
3793002," The bus is displaying a message that says ""bus is ready for boarding""
"
3793003," Yes
"
3793004," The bus is a bus
"
3794000," The sandwich is cut in half
"
3794001," Green
"
3794002," Yes, there is cheese on the sandwich.
"
3794003," Yes, it is cabbage.
"
306467000," 4
"
306467001," Yes
"
306467002," Yes
"
306467003," They are playing music
"
528084000," Yes, there is a butterfly in the image.
"
528084001," Yes, it is taken indoors.
"
528084002," A butterfly
"
134870000," The sign on the left is for a fast food company
"
134870001," It means that the parking lot is for McDonald's
"
134870002," The direction of the arrow on the sign.
"
3799000," The sign says ""JORDAN""
"
3799001," Yes
"
3799002," North
"
528091000," Yellow
"
528091001," Yellow
"
528091002," Tennis
"
528091003," He is wearing a yellow shirt
"
528091004," Yes
"
528091005," No
"
265950000," The ball
"
265950001," The number on the mans jersey is 77
"
265950002," The pitcher is right handed.
"
265950003," Baseball
"
134882000," This is a bedroom in a house.
"
134882001," Yes, the cat is real.
"
134882002," Plaid
"
134886000," The airplane is flying over the airport.
"
134886001," Yes, the plane is blowing smoke out the back.
"
134886002," Yes, it is a propeller plane.
"
134886003," Yes, it is preparing for take off.
"
134886004," Yes, it is a photo of a car.
"
134886005," One plane
"
134886006," Air France
"
134886007," Green
"
134886008," Yes, the plane is in the air.
"
134886009," It is landing.
"
134886010," It is flying over the mountains.
"
134886011," No, it is a commercial plane.
"
134886012," Yes
"
134886013," Yes, it is a skateboard ramp
"
134886014," A passenger jet
"
134886015," No, the plane is flying too high.
"
134886016," One
"
134886017," One
"
134886018," Yes, the plane is moving.
"
134886019," Yes
"
134886020," A plane flying over a field
"
134886021," The plant is a grassy field
"
134886022," A plane flying over a field
"
134886023," NO
"
134886024," The metal object on the left is a car.
"
134886025," Yes, there is snow on the ground.
"
134886026," It is taking off.
"
134886027," The plane is flying over a field of dry grass
"
134886028," No, the sun is not shining.
"
134886029," Yes, there are power lines.
"
134888000," No, he did not.
"
134888001," Yes
"
134888002," Yes
"
3817000," Bananas
"
3817001," He is a banana seller
"
3817002," No, they are not ripe.
"
397041000," Yes
"
397041001," A fork
"
397041002," Yes, there is cheese in this sandwich.
"
397042000," The van is a dark blue color
"
397042001," Baseball
"
397042002," The ball to hit him
"
265971000," Blue
"
265971001," Tennis
"
265971002," The sponsor is shown on the wall.
"
397045000," No, it is not.
"
397045001," A bench
"
397045002," A cat
"
372009000," Yes, there is a real flower on the pillow.
"
372009001," Yes
"
372009002," In the bed.
"
372009003," No, the teddy bear is not wearing clothes.
"
372009004," Yes, there is a real bird in the bed next to the stuffed animal
"
372009005," A stuffed bear holding a stuffed bear
"
372009006," Yes
"
372009007," The pattern is a bird and tree pattern
"
3832000," Yes
"
3832001," Yes
"
3832002," Yes
"
3832003," White
"
3837000," Blue
"
3837001," The woman in the blue shirt is wearing a bikini
"
3837002," Yes, they are floating.
"
3845000," Yes, stir fried.
"
3845001," Yes, rice is on the plate.
"
3845002," There are four different vegetables on this plate.
"
397063000," The bathroom
"
397063001," A donut.
"
397063002," A small piece of meat
"
397063003," He is eating it.
"
528136000," A satellite dish
"
528136001," Yes, they are.
"
528136002," Yes
"
528136003," Yes, he is riding the bike
"
528136004," One
"
528136005," White
"
528136006," The satellite dish
"
528136007," Yes, they are recycling trucks
"
528136008," Yes
"
528136009," No, you could not.
"
528136010," Yes, there is a church in the background.
"
528136011," Yes
"
528136012," Yes, he is wearing suspenders.
"
528136013," Yes, there are balconies.
"
528136014," Yes, it is very old.
"
528136015," Yes, he is working
"
528136016," Yes, it is a performers stuff.
"
528136017," The lines are red
"
528136018," A dog
"
528136019,
528136020," A van
"
528136021," The image shows a satellite dish mounted on a van parked in front of a building.
"
528136022," The person in the pink shirt
"
528136023," One
"
528136024," Yes
"
528136025," One
"
528136026," 9
"
528136027," This is a van that is parked in front of a building.
"
528136028," Yes, there are stickers on the back of the truck.
"
